Applicant_ID,default_status
Apcnt_1000032,0.48345540353079536
Apcnt_1000048,0.5177633506269819
Apcnt_1000052,0.5911757561642484
Apcnt_1000076,0.8665851525083746
Apcnt_1000080,0.31199752425217575
Apcnt_1000084,0.5817110267862649
Apcnt_1000104,0.5742482869280143
Apcnt_1000116,0.7737412970936093
Apcnt_1000128,0.530584273018041
Apcnt_1000156,0.47970265372474263
Apcnt_1000192,0.20267674630396906
Apcnt_1000208,0.048749542409572105
Apcnt_1000264,0.7747397382273513
Apcnt_1000288,0.0680082054912681
Apcnt_1000292,0.6705464806444489
Apcnt_1000328,0.8391820613010113
Apcnt_1000336,0.5360119042180254
Apcnt_1000356,0.13116905344258542
Apcnt_1000368,0.24408061089903654
Apcnt_1000372,0.8833460139877436
Apcnt_1000392,0.13647189789947806
Apcnt_1000396,0.14908433244023844
Apcnt_1000400,0.10323600041503624
Apcnt_1000416,0.43183061651325044
Apcnt_1000428,0.040088347409275533
Apcnt_1000440,0.07070142719814729
Apcnt_1000456,0.7282248151678263
Apcnt_1000472,0.10478085730044656
Apcnt_1000488,0.24654294242373406
Apcnt_1000492,0.14749774486177408
Apcnt_1000504,0.872005627703937
Apcnt_1000516,0.4546055621126722
Apcnt_1000532,0.13077714112992184
Apcnt_1000552,0.43881744759426977
Apcnt_1000564,0.5675318503908335
Apcnt_1000576,0.8844648213301094
Apcnt_1000596,0.1532783967292608
Apcnt_1000620,0.18785569594234397
Apcnt_1000624,0.042512492712207056
Apcnt_1000636,0.0030544440874356845
Apcnt_1000648,0.060400959647235096
Apcnt_1000668,0.06183881300886891
Apcnt_1000680,0.1973248480384744
Apcnt_1000696,0.0901416418187497
Apcnt_1000704,0.6752259053365861
Apcnt_1000724,0.08459769437754208
Apcnt_1000740,0.4525538179964427
Apcnt_1000744,0.01611168278367167
Apcnt_1000756,0.07946281678650641
Apcnt_1000768,0.015776523104206693
Apcnt_1000784,-0.0032015114564446848
Apcnt_1000796,-0.0010700097132996715
Apcnt_1000808,-0.004250326039681438
Apcnt_1000816,0.048553942059178984
Apcnt_1000820,0.00129563800443486
Apcnt_1000824,0.1692709401574625
Apcnt_1000856,0.7268992536822108
Apcnt_1000872,0.8048582495759178
Apcnt_1000880,0.160286234021973
Apcnt_1000904,0.40066515656617274
Apcnt_1000912,0.8682580479548035
Apcnt_1000920,0.885148227688787
Apcnt_1000952,0.12065397709617685
Apcnt_1000960,0.16942057920123318
Apcnt_1000964,0.383831115937205
Apcnt_1000968,0.020542535427305685
Apcnt_1000976,0.8234672236285161
Apcnt_1000984,0.68038231501939
Apcnt_1000992,0.3844190630884994
Apcnt_1000996,0.7080918396075199
Apcnt_1001000,0.29184547884288503
Apcnt_1001008,0.16293139695326248
Apcnt_1001028,0.04748310649499292
Apcnt_1001032,0.7223454381410156
Apcnt_1001036,0.8790217448173216
Apcnt_1001040,0.752033690184116
Apcnt_1001048,0.8229846905237677
Apcnt_1001052,0.048674649782718966
Apcnt_1001068,0.9112335433839487
Apcnt_1001076,0.2453122584342988
Apcnt_1001080,0.29026696923205114
Apcnt_1001092,0.17404131971353082
Apcnt_1001120,0.8338170349144047
Apcnt_1001144,0.7729137316434971
Apcnt_1001148,0.2872279047588747
Apcnt_1001168,0.2780046083962624
Apcnt_1001176,0.8956470130233372
Apcnt_1001200,0.26990671632894725
Apcnt_1001224,0.525415343789197
Apcnt_1001228,0.7390163414703308
Apcnt_1001236,0.10385845759733292
Apcnt_1001244,0.44116236758244
Apcnt_1001248,0.03918317254046237
Apcnt_1001256,0.4411959481293392
Apcnt_1001260,0.35020663173619093
Apcnt_1001264,0.009399782764766797
Apcnt_1001288,0.07252280854121775
Apcnt_1001292,0.12367878456681922
Apcnt_1001296,0.11813374155029217
Apcnt_1001304,0.4729215770565711
Apcnt_1001308,0.23678812176725167
Apcnt_1001316,0.25082056359579585
Apcnt_1001320,0.5715133368473243
Apcnt_1001352,0.6620046735363782
Apcnt_1001360,0.5502049150368123
Apcnt_1001376,0.9271865224621403
Apcnt_1001384,0.12183056597380093
Apcnt_1001388,0.7003510747429671
Apcnt_1001400,0.9699585036561974
Apcnt_1001416,0.7453375235528719
Apcnt_1001436,0.8326828866027614
Apcnt_1001452,0.5641433857006208
Apcnt_1001456,0.06764137199892183
Apcnt_1001468,0.849132604604993
Apcnt_1001480,0.27103521922606405
Apcnt_1001488,0.5303758240395434
Apcnt_1001508,0.6979450151961606
Apcnt_1001512,0.09085763039821801
Apcnt_1001516,0.7075726854816526
Apcnt_1001528,0.6133591033242002
Apcnt_1001532,0.3338812694579447
Apcnt_1001548,0.004541327628544065
Apcnt_1001552,0.00772833724655651
Apcnt_1001572,0.3743468076812621
Apcnt_1001580,0.017572082605818194
Apcnt_1001584,0.08117728571468422
Apcnt_1001624,0.1855854400533834
Apcnt_1001632,0.04500158007972653
Apcnt_1001668,0.07129188071258649
Apcnt_1001692,0.0869389451968298
Apcnt_1001700,0.04196585963693686
Apcnt_1001708,0.18888912079329273
Apcnt_1001716,0.08999395159494825
Apcnt_1001732,0.07682983236535701
Apcnt_1001752,0.7074293320771909
Apcnt_1001760,0.04708702755594374
Apcnt_1001764,0.03047964237509114
Apcnt_1001776,0.478288352640435
Apcnt_1001780,0.4681595426063614
Apcnt_1001788,0.8678216063194426
Apcnt_1001792,0.06405861312927993
Apcnt_1001800,0.20342772728132888
Apcnt_1001820,0.4378096935085148
Apcnt_1001828,0.8760927606559545
Apcnt_1001836,0.1565302598558044
Apcnt_1001844,0.6204737227561773
Apcnt_1001848,0.37305520326177255
Apcnt_1001860,0.5762810746742119
Apcnt_1001880,0.5157333817890702
Apcnt_1001888,0.6480392856020473
Apcnt_1001900,0.49420945706226943
Apcnt_1001908,0.7313014117332716
Apcnt_1001936,0.5143745533957972
Apcnt_1001940,0.33095874951581394
Apcnt_1001960,0.5662613250659315
Apcnt_1001988,0.8062331652819185
Apcnt_1002000,0.2224501586054516
Apcnt_1002020,0.46269931810433906
Apcnt_1002024,0.757799445814942
Apcnt_1002028,0.5488058143801735
Apcnt_1002032,0.47901046144297077
Apcnt_1002044,0.2506110865429121
Apcnt_1002052,0.36451133941419234
Apcnt_1002056,0.02176937388517297
Apcnt_1002080,0.032855232411001606
Apcnt_1002084,0.20502520760625728
Apcnt_1002096,0.249882184997807
Apcnt_1002112,-0.0037045540558931665
Apcnt_1002124,0.18236644219216905
Apcnt_1002140,0.05606043556500682
Apcnt_1002152,0.32379451339564813
Apcnt_1002156,0.11532135503667829
Apcnt_1002168,0.19956974746442163
Apcnt_1002176,0.7826567902692672
Apcnt_1002200,0.029489894743247876
Apcnt_1002228,0.6936525216613685
Apcnt_1002252,0.6644947902036514
Apcnt_1002268,0.7912075147585822
Apcnt_1002272,0.757546175433834
Apcnt_1002276,0.9807634318067238
Apcnt_1002288,0.12691988076988497
Apcnt_1002304,0.8859271706007985
Apcnt_1002312,0.6447073980248386
Apcnt_1002320,0.4454410024220493
Apcnt_1002324,0.2959618804311317
Apcnt_1002336,0.3976181376351445
Apcnt_1002368,0.5243605385092471
Apcnt_1002384,0.11410286531534822
Apcnt_1002388,0.4524723996843595
Apcnt_1002400,0.18013088437409067
Apcnt_1002404,0.5252670980269654
Apcnt_1002412,0.7651444150555158
Apcnt_1002420,0.014255236573917767
Apcnt_1002424,0.19677282663017118
Apcnt_1002432,0.1956348888807124
Apcnt_1002444,0.41469644649227116
Apcnt_1002456,0.008888929776761301
Apcnt_1002468,0.002247344481144267
Apcnt_1002472,0.0071123713206639495
Apcnt_1002484,0.06606734521653365
Apcnt_1002536,0.43119412751790803
