Applicant_ID,default_status
Apcnt_1000032,0.45446282930355714
Apcnt_1000048,0.49162310510220425
Apcnt_1000052,0.5626574684551927
Apcnt_1000076,0.8234419717461658
Apcnt_1000080,0.2808629174261851
Apcnt_1000084,0.5447087364432311
Apcnt_1000104,0.5779828195654577
Apcnt_1000116,0.7355747085828229
Apcnt_1000128,0.4847529875560959
Apcnt_1000156,0.44464921955794706
Apcnt_1000192,0.15230172101817135
Apcnt_1000208,0.059640810205649715
Apcnt_1000264,0.7478907647811869
Apcnt_1000288,0.07469137542069317
Apcnt_1000292,0.6720030419796204
Apcnt_1000328,0.7833941760214891
Apcnt_1000336,0.5722795645861832
Apcnt_1000356,0.12271615158161125
Apcnt_1000368,0.23872561153229244
Apcnt_1000372,0.8544104417549536
Apcnt_1000392,0.12365770814548986
Apcnt_1000396,0.16459734942516896
Apcnt_1000400,0.10727610719776974
Apcnt_1000416,0.42829764664073344
Apcnt_1000428,0.046234176344777875
Apcnt_1000440,0.08274302382246831
Apcnt_1000456,0.6735223508984115
Apcnt_1000472,0.11890683767827552
Apcnt_1000488,0.23812700117344643
Apcnt_1000492,0.13201833003853775
Apcnt_1000504,0.8110263053139717
Apcnt_1000516,0.4508059935376823
Apcnt_1000532,0.14748088973380127
Apcnt_1000552,0.43724929098593923
Apcnt_1000564,0.5749366948740071
Apcnt_1000576,0.8570377574843562
Apcnt_1000596,0.1624450979876176
Apcnt_1000620,0.20907016067282577
Apcnt_1000624,0.04218410600209926
Apcnt_1000636,0.009882729256726659
Apcnt_1000648,0.06546209975987388
Apcnt_1000668,0.0664216420813767
Apcnt_1000680,0.18782419842312262
Apcnt_1000696,0.11476858015234886
Apcnt_1000704,0.6442621366442928
Apcnt_1000724,0.10010865150390194
Apcnt_1000740,0.44779668737695605
Apcnt_1000744,0.029583348708328596
Apcnt_1000756,0.08514493266819449
Apcnt_1000768,0.015808253761498824
Apcnt_1000784,0.00649085458119094
Apcnt_1000796,0.011263831283539862
Apcnt_1000808,0.005720376763252023
Apcnt_1000816,0.057607831253889186
Apcnt_1000820,0.010696344244096583
Apcnt_1000824,0.164757647481458
Apcnt_1000856,0.7071014641381516
Apcnt_1000872,0.792871539757218
Apcnt_1000880,0.1514827393387802
Apcnt_1000904,0.3980946775594937
Apcnt_1000912,0.7915504347500018
